
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     138.38
8                     174.78
16                    157.93
32                    193.20
64                    150.46
128                   148.36
256                   174.55
512                   154.72
1024                  158.68
2048                  170.67
4096                  208.13
8192                  240.48
16384                 245.33
32768                 259.47
65536                 271.49
131072                389.52
262144                524.31
524288                761.84
1048576              1124.76
