
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     136.26
8                     148.71
16                    148.24
32                    119.25
64                    118.99
128                   138.20
256                   127.88
512                   135.86
1024                  142.55
2048                  185.20
4096                  212.74
8192                  250.15
16384                 273.69
32768                 324.11
65536                 332.35
131072                396.44
262144                447.03
524288                788.83
1048576              1032.41
