
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     112.13
8                      98.79
16                    131.02
32                    103.88
64                     98.81
128                   105.17
256                   107.22
512                   116.88
1024                  113.84
2048                  114.46
4096                  174.36
8192                  197.22
16384                 178.45
32768                 173.82
65536                 193.01
131072                261.86
262144                434.19
524288                775.04
1048576              1160.87
