
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     149.38
8                     140.67
16                    123.23
32                    131.11
64                    133.78
128                   143.55
256                   128.52
512                   140.57
1024                  134.03
2048                  133.70
4096                  180.24
8192                  251.17
16384                 265.86
32768                 298.95
65536                 255.33
131072                381.78
262144                480.51
524288                672.89
1048576              1194.74
