
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      94.81
8                      92.29
16                     99.38
32                     87.54
64                     86.55
128                   101.16
256                    89.26
512                    88.80
1024                  103.08
2048                   98.63
4096                  110.57
8192                  136.60
16384                 158.22
32768                 212.89
65536                 256.84
131072                621.62
262144                314.89
524288                493.91
1048576               834.50
