
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      87.08
8                      88.87
16                     89.12
32                    118.38
64                     95.46
128                    86.75
256                    91.73
512                    89.01
1024                  100.99
2048                  109.47
4096                  110.37
8192                  136.96
16384                 153.84
32768                 224.07
65536                 255.39
131072                624.07
262144                315.38
524288                716.11
1048576               884.59
