
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      86.01
8                      90.22
16                     85.51
32                     86.61
64                     86.88
128                    86.79
256                   100.35
512                    90.59
1024                   90.77
2048                  100.50
4096                  117.46
8192                  139.59
16384                 163.89
32768                 217.81
65536                 255.40
131072                630.99
262144                327.87
524288                489.34
1048576               842.28
