
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     110.51
8                     102.67
16                    110.14
32                    121.33
64                    109.67
128                    95.78
256                   105.06
512                   131.04
1024                  100.32
2048                  116.05
4096                  176.87
8192                  161.54
16384                 175.86
32768                 183.19
65536                 221.12
131072                297.91
262144                408.21
524288                672.11
1048576              1168.55
