
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      33.58
8                      35.21
16                     33.45
32                     33.75
64                     33.15
128                    33.56
256                    34.36
512                    34.59
1024                   36.44
2048                   46.41
4096                   65.67
8192                   88.50
16384                 111.95
32768                 156.59
65536                 234.32
131072                484.76
262144                330.14
524288                453.02
1048576               737.82
