
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      33.20
8                      33.60
16                     32.97
32                     34.72
64                     33.05
128                    34.27
256                    34.49
512                    35.16
1024                   38.27
2048                   38.24
4096                   69.23
8192                   96.12
16384                 112.01
32768                 156.39
65536                 261.77
131072                457.88
262144                291.02
524288                426.57
1048576               749.48
