
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     119.64
8                     125.69
16                    120.83
32                    129.97
64                    136.32
128                   136.96
256                   112.64
512                   163.36
1024                  144.54
2048                  118.28
4096                  224.64
8192                  257.34
16384                 311.38
32768                 352.25
65536                 410.38
131072                342.62
262144                465.64
524288                684.81
1048576              1143.00
