
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     143.53
8                     187.63
16                    183.76
32                    137.86
64                    143.01
128                   157.84
256                   156.07
512                   150.03
1024                  156.77
2048                  139.87
4096                  189.15
8192                  240.12
16384                 242.65
32768                 279.26
65536                 299.95
131072                311.77
262144                422.88
524288                666.80
1048576              1221.65
