
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     103.91
8                     103.86
16                     94.92
32                     96.87
64                    101.28
128                    99.98
256                   103.56
512                    98.86
1024                  109.86
2048                  108.59
4096                  191.73
8192                  162.70
16384                 175.01
32768                 205.46
65536                 185.89
131072                296.98
262144                358.48
524288                565.59
1048576               919.94
