
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     127.09
8                     125.41
16                    131.47
32                    124.08
64                    138.68
128                   141.92
256                   127.76
512                   127.73
1024                  140.68
2048                  122.42
4096                  222.29
8192                  212.86
16384                 266.06
32768                 277.68
65536                 489.93
131072                547.99
262144                466.65
524288                681.13
1048576              1459.57
