
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      36.22
8                      32.93
16                     34.02
32                     34.68
64                     33.81
128                    34.49
256                    35.99
512                    34.76
1024                   36.66
2048                   38.20
4096                   63.14
8192                   89.43
16384                 115.57
32768                 152.71
65536                 231.61
131072                454.64
262144                257.17
524288                417.60
1048576               725.22
