
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      34.19
8                      34.01
16                     34.67
32                     33.49
64                     34.25
128                    34.12
256                    39.51
512                    39.69
1024                   36.26
2048                   39.43
4096                   63.35
8192                   89.10
16384                 112.74
32768                 168.97
65536                 234.68
131072                456.54
262144                261.38
524288                432.05
1048576               727.30
