
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      94.11
8                      93.83
16                     91.89
32                     99.37
64                    102.65
128                    91.37
256                   107.47
512                   106.90
1024                   99.59
2048                  110.72
4096                  154.34
8192                  189.86
16384                 202.86
32768                 189.61
65536                 237.81
131072                267.65
262144                347.84
524288                576.64
1048576               960.66
