
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     128.77
8                     144.91
16                    138.08
32                    132.25
64                    127.46
128                   139.41
256                   122.97
512                   135.34
1024                  121.86
2048                  121.61
4096                  197.09
8192                  250.79
16384                 303.82
32768                 267.51
65536                 294.85
131072                355.32
262144                585.40
524288                726.81
1048576              1079.15
