
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     134.98
8                     141.91
16                    151.03
32                    203.21
64                    150.60
128                   151.36
256                   146.38
512                   135.10
1024                  148.35
2048                  163.46
4096                  201.59
8192                  255.46
16384                 267.00
32768                 295.29
65536                 273.20
131072                493.02
262144                434.98
524288                915.35
1048576              1126.18
