
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      94.27
8                      96.61
16                     85.51
32                     86.85
64                     86.10
128                    87.95
256                    97.71
512                    93.55
1024                  108.04
2048                   94.09
4096                  110.90
8192                  141.94
16384                 155.25
32768                 224.17
65536                 265.65
131072                627.69
262144                301.74
524288                478.46
1048576               831.28
