
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     135.85
8                     149.74
16                    126.89
32                    129.52
64                    126.39
128                   142.05
256                   124.28
512                   133.65
1024                  151.96
2048                  134.61
4096                  176.47
8192                  245.20
16384                 266.06
32768                 303.43
65536                 263.80
131072                324.88
262144                554.59
524288               1121.32
1048576              1141.04
