
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      99.25
8                     100.33
16                     95.01
32                    112.72
64                    102.35
128                    94.55
256                   105.35
512                   127.93
1024                  118.27
2048                  102.97
4096                  148.68
8192                  149.99
16384                 188.84
32768                 180.37
65536                 214.37
131072                288.40
262144                413.03
524288                565.20
1048576               924.30
