
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      93.30
8                      98.77
16                     96.52
32                    117.94
64                     97.87
128                   115.65
256                   100.15
512                    98.65
1024                  104.04
2048                  114.13
4096                  145.11
8192                  184.20
16384                 173.78
32768                 184.46
65536                 240.86
131072                416.72
262144                377.37
524288                595.72
1048576              1089.12
