
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     105.93
8                      95.85
16                    121.39
32                     94.29
64                    129.68
128                   102.33
256                   116.11
512                   120.03
1024                  112.97
2048                  110.45
4096                  148.39
8192                  155.11
16384                 164.82
32768                 185.69
65536                 180.71
131072                236.46
262144                492.82
524288                537.05
1048576               990.40
