
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     102.60
8                     103.90
16                    110.22
32                    118.54
64                    128.51
128                   117.84
256                   111.93
512                   109.28
1024                  123.91
2048                  114.08
4096                  151.05
8192                  168.20
16384                 186.31
32768                 179.98
65536                 233.04
131072                255.08
262144                350.65
524288                576.60
1048576              1041.52
