
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      98.03
8                     102.49
16                    114.53
32                    100.53
64                    101.08
128                   100.73
256                   113.52
512                   130.70
1024                  106.41
2048                  116.13
4096                  174.58
8192                  159.57
16384                 204.59
32768                 201.83
65536                 180.72
131072                274.04
262144                343.86
524288                563.91
1048576              1010.72
