
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      99.01
8                      99.25
16                     87.53
32                     92.50
64                     86.79
128                    87.54
256                    95.58
512                    98.62
1024                   93.19
2048                  105.81
4096                  109.92
8192                  143.46
16384                 157.05
32768                 217.24
65536                 257.69
131072                617.86
262144                339.06
524288                562.11
1048576              1001.76
