
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      96.71
8                     126.31
16                    100.29
32                    110.20
64                    101.67
128                    93.81
256                   109.31
512                   115.42
1024                  118.90
2048                  115.75
4096                  177.50
8192                  175.38
16384                 166.10
32768                 187.10
65536                 186.72
131072                249.00
262144                421.02
524288                674.33
1048576              1001.92
