
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      87.02
8                      92.83
16                     90.99
32                     94.29
64                     91.53
128                    93.01
256                    93.08
512                    96.18
1024                   91.72
2048                  106.77
4096                  118.94
8192                  147.63
16384                 170.50
32768                 212.23
65536                 285.02
131072                632.31
262144                310.25
524288                555.00
1048576               833.67
