
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     152.92
8                     133.82
16                    135.30
32                    135.94
64                    141.39
128                   123.07
256                   128.13
512                   145.89
1024                  144.44
2048                  116.61
4096                  210.55
8192                  221.30
16384                 239.65
32768                 287.76
65536                 302.52
131072                383.22
262144                578.22
524288                817.16
1048576              1287.43
