
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      85.72
8                      86.92
16                     86.42
32                     86.93
64                     90.30
128                    86.44
256                    87.56
512                    96.13
1024                   93.51
2048                  103.72
4096                  107.63
8192                  141.58
16384                 162.38
32768                 235.80
65536                 254.29
131072                631.75
262144                313.71
524288                504.30
1048576               816.61
