
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     102.66
8                     116.38
16                     97.00
32                    107.44
64                    113.74
128                   123.51
256                    97.96
512                   116.69
1024                   96.91
2048                  116.55
4096                  174.41
8192                  148.97
16384                 182.06
32768                 179.04
65536                 184.66
131072                241.97
262144                358.69
524288                582.21
1048576               939.71
