
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      87.75
8                      89.37
16                     93.07
32                     86.96
64                     90.73
128                    89.31
256                    89.63
512                   109.80
1024                   96.08
2048                  103.87
4096                  116.91
8192                  147.06
16384                 160.84
32768                 223.00
65536                 263.70
131072                628.85
262144                309.90
524288                552.36
1048576               840.40
