
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     132.25
8                     132.19
16                    138.31
32                    124.25
64                    146.88
128                   121.12
256                   174.51
512                   154.96
1024                  150.38
2048                  152.05
4096                  237.22
8192                  261.90
16384                 269.48
32768                 314.85
65536                 388.04
131072                479.68
262144                564.98
524288                755.56
1048576              1459.17
