
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      34.33
8                      33.82
16                     34.16
32                     39.11
64                     40.04
128                    37.51
256                    36.02
512                    35.22
1024                   36.87
2048                   38.92
4096                   72.83
8192                   95.17
16384                 112.31
32768                 155.54
65536                 239.47
131072                454.39
262144                255.44
524288                415.91
1048576               727.31
