
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      34.25
8                      34.26
16                     39.40
32                     38.36
64                     33.15
128                    33.94
256                    37.10
512                    44.09
1024                   38.28
2048                   39.69
4096                   64.36
8192                   88.71
16384                 116.03
32768                 154.43
65536                 232.60
131072                456.05
262144                265.06
524288                444.12
1048576               721.73
