
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     109.07
8                     105.76
16                    115.20
32                     98.42
64                    113.04
128                   101.21
256                   106.70
512                   104.35
1024                  124.86
2048                  148.03
4096                  162.47
8192                  166.22
16384                 191.14
32768                 165.51
65536                 220.89
131072                294.96
262144                397.81
524288                576.89
1048576              1035.05
