
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      34.30
8                      34.41
16                     32.84
32                     32.94
64                     33.23
128                    33.70
256                    35.55
512                    36.64
1024                   36.51
2048                   38.85
4096                   71.71
8192                   92.72
16384                 114.92
32768                 152.91
65536                 236.20
131072                458.09
262144                262.96
524288                464.99
1048576               806.59
