
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      90.14
8                      94.18
16                     86.07
32                     93.85
64                     85.28
128                    87.60
256                    95.23
512                    92.44
1024                   93.96
2048                   98.76
4096                  111.84
8192                  146.03
16384                 155.13
32768                 224.10
65536                 261.59
131072                651.26
262144                315.22
524288                586.14
1048576               864.16
