
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      35.38
8                      33.27
16                     34.28
32                     34.39
64                     33.96
128                    34.65
256                    35.08
512                    35.91
1024                   39.47
2048                   39.38
4096                   69.32
8192                   89.77
16384                 114.88
32768                 159.74
65536                 236.06
131072                473.98
262144                281.04
524288                486.60
1048576               734.00
