
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      33.13
8                      33.73
16                     35.43
32                     33.56
64                     38.03
128                    38.52
256                    35.42
512                    35.70
1024                   36.54
2048                   41.22
4096                   64.94
8192                   87.66
16384                 114.52
32768                 155.14
65536                 232.89
131072                450.79
262144                256.57
524288                426.65
1048576               724.99
