
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      33.17
8                      33.89
16                     34.35
32                     33.43
64                     65.47
128                    34.36
256                    36.83
512                    35.53
1024                   38.62
2048                   41.62
4096                   66.07
8192                   88.97
16384                 111.81
32768                 151.75
65536                 232.70
131072                453.86
262144                259.41
524288                433.35
1048576               730.84
