
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     161.80
8                     128.00
16                    124.86
32                    141.21
64                    144.86
128                   137.08
256                   144.60
512                   147.32
1024                  149.41
2048                  155.66
4096                  214.86
8192                  268.18
16384                 239.63
32768                 299.22
65536                 274.73
131072                338.41
262144                635.67
524288                987.53
1048576              1377.69
