
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      88.70
8                      87.17
16                     96.01
32                     92.51
64                     89.14
128                    90.85
256                    93.83
512                    99.53
1024                  105.23
2048                   97.36
4096                  114.31
8192                  141.52
16384                 160.33
32768                 235.00
65536                 287.71
131072                620.40
262144                307.21
524288                499.23
1048576               806.73
