
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     111.90
8                     125.56
16                    100.87
32                    115.20
64                     96.70
128                   139.15
256                   112.34
512                   100.68
1024                  107.81
2048                  113.44
4096                  172.84
8192                  154.60
16384                 166.16
32768                 205.71
65536                 244.56
131072                294.95
262144                470.04
524288                676.12
1048576               994.62
