
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      35.30
8                      34.67
16                     34.14
32                     34.06
64                     33.46
128                    34.33
256                    35.51
512                    36.60
1024                   38.32
2048                   38.35
4096                   69.60
8192                   96.88
16384                 110.50
32768                 150.95
65536                 234.89
131072                458.70
262144                257.81
524288                409.70
1048576               721.93
