
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.95
8                     138.89
16                    102.79
32                    109.32
64                     98.32
128                   113.18
256                   107.87
512                   127.07
1024                  109.58
2048                  112.63
4096                  175.52
8192                  172.27
16384                 196.50
32768                 169.20
65536                 183.89
131072                244.19
262144                377.35
524288                621.77
1048576               966.88
