
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      93.32
8                      91.72
16                     85.12
32                     95.49
64                     88.03
128                   121.61
256                    99.01
512                    97.07
1024                  105.82
2048                  100.09
4096                  108.76
8192                  151.19
16384                 165.28
32768                 211.50
65536                 262.04
131072                630.11
262144                321.44
524288                535.34
1048576               863.91
