
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      33.47
8                      33.44
16                     39.02
32                     33.64
64                     33.78
128                    33.65
256                    34.55
512                    35.52
1024                   39.00
2048                   46.23
4096                   77.94
8192                   94.51
16384                 112.46
32768                 153.97
65536                 236.92
131072                459.08
262144                261.31
524288                419.17
1048576               740.86
