
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      94.85
8                     103.67
16                    110.59
32                    102.87
64                    108.59
128                    96.36
256                    96.95
512                    98.71
1024                  107.84
2048                  107.91
4096                  164.04
8192                  185.44
16384                 163.11
32768                 180.58
65536                 186.44
131072                266.47
262144                352.26
524288                589.46
1048576               953.84
