
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      92.05
8                      93.10
16                     89.48
32                     92.34
64                     90.00
128                    90.59
256                    89.85
512                   104.11
1024                  100.66
2048                   99.45
4096                  112.88
8192                  141.86
16384                 156.82
32768                 237.12
65536                 268.32
131072                647.61
262144                369.27
524288                536.68
1048576               853.54
