
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      86.59
8                      99.35
16                     92.90
32                     95.60
64                     90.20
128                    87.96
256                    90.66
512                    91.13
1024                  103.95
2048                   95.45
4096                  107.02
8192                  138.42
16384                 179.25
32768                 218.96
65536                 288.91
131072                642.42
262144                366.41
524288                571.97
1048576               884.40
