
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      87.74
8                      85.26
16                     90.05
32                     95.26
64                     90.71
128                    91.88
256                    90.03
512                    93.68
1024                   91.90
2048                  104.28
4096                  114.69
8192                  148.16
16384                 160.19
32768                 212.34
65536                 263.87
131072                635.21
262144                307.57
524288                554.26
1048576               865.67
