
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      43.70
8                      33.61
16                     33.76
32                     34.40
64                     33.33
128                    34.55
256                    35.62
512                    36.07
1024                   37.53
2048                   38.97
4096                   69.21
8192                   96.77
16384                 110.97
32768                 152.43
65536                 238.14
131072                453.10
262144                281.19
524288                417.44
1048576               784.79
