
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     129.88
8                     188.08
16                    147.66
32                    171.57
64                    148.29
128                   137.04
256                   144.62
512                   161.06
1024                  140.02
2048                  132.27
4096                  190.34
8192                  229.19
16384                 295.10
32768                 312.18
65536                 263.62
131072                403.59
262144                422.63
524288                633.03
1048576              1084.50
