
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      32.93
8                      43.36
16                     37.50
32                     34.16
64                     33.66
128                    37.03
256                    35.94
512                    35.09
1024                   37.92
2048                   38.00
4096                   64.01
8192                   92.96
16384                 111.11
32768                 162.29
65536                 246.44
131072                459.29
262144                257.50
524288                426.55
1048576               738.05
