
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     101.43
8                     104.30
16                    104.96
32                    102.69
64                     99.19
128                   108.15
256                   118.21
512                   101.92
1024                  123.05
2048                  128.99
4096                  172.96
8192                  150.61
16384                 197.89
32768                 204.75
65536                 275.17
131072                283.72
262144                419.75
524288                594.81
1048576               943.04
