
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      38.02
8                      34.36
16                     34.81
32                     33.54
64                     33.37
128                    33.62
256                    34.57
512                    35.06
1024                   39.27
2048                   38.33
4096                   65.98
8192                   89.10
16384                 111.13
32768                 159.38
65536                 236.16
131072                458.06
262144                255.73
524288                415.14
1048576               725.72
