
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      94.40
8                     105.44
16                     96.87
32                     98.77
64                    108.38
128                   105.42
256                   111.60
512                   122.11
1024                  107.40
2048                  104.29
4096                  175.57
8192                  168.12
16384                 198.36
32768                 190.55
65536                 180.47
131072                273.18
262144                352.04
524288                573.77
1048576              1085.21
