
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      95.25
8                     107.39
16                    101.55
32                    107.09
64                    115.93
128                    99.29
256                   125.51
512                   119.30
1024                  101.17
2048                  106.19
4096                  158.00
8192                  169.93
16384                 181.05
32768                 219.76
65536                 206.24
131072                326.60
262144                363.89
524288                547.65
1048576               905.29
