
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     110.03
8                     111.50
16                    130.13
32                    108.01
64                     98.92
128                    98.89
256                   108.31
512                    99.94
1024                  114.62
2048                  106.83
4096                  196.58
8192                  175.00
16384                 187.61
32768                 188.46
65536                 224.16
131072                289.96
262144                340.38
524288                570.24
1048576               940.99
