
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     133.96
8                     141.41
16                    154.12
32                    151.88
64                    139.17
128                   146.16
256                   168.60
512                   135.12
1024                  167.43
2048                  155.78
4096                  207.01
8192                  227.80
16384                 251.75
32768                 315.21
65536                 260.33
131072                320.34
262144                452.39
524288                704.90
1048576              1035.53
