
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      33.56
8                      38.64
16                     36.69
32                     36.87
64                     54.78
128                    38.35
256                    34.88
512                    36.78
1024                   37.19
2048                   38.84
4096                   64.46
8192                   93.10
16384                 111.63
32768                 153.19
65536                 234.38
131072                454.56
262144                265.30
524288                478.31
1048576               806.20
