
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      90.15
8                      88.76
16                     92.83
32                     93.32
64                    100.14
128                    92.86
256                    96.08
512                    90.20
1024                   93.36
2048                   99.00
4096                  113.56
8192                  142.39
16384                 180.69
32768                 219.13
65536                 259.92
131072                636.89
262144                311.12
524288                531.07
1048576               918.34
